"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"AFG","Afghanistan",-7.54960731785874,-7.5580626010214,-7.48109898342543,-7.31327897301367,-7.32168895680907,-7.32614815858686,-6.89982217895266,-6.55728323562667,-5.83265099827558,-6.16875652557673,-9.16016372389751,-11.0105717480558,-11.15013904251,-11.440841690382,-11.5339254064821,-10.8571293590475,-11.667021908848,-10.6863251701154,-10.8980294916111,-9.99674467768514,-9.88169413997472,-9.55639629992179,-10.3494702964329,-10.5167016439953,-10.0167824714906,-10.3152813790698,-9.88149961919131,-9.79150177389005,-9.71802527858642
"ALB","Albania",0.98290062367083,0.852681732990845,0.881232186027731,0.518639034093489,0.0617909190425152,0.0552725605350162,0.132785755300688,0.430766267095706,0.276312353449775,0.767988739865579,0.23237034271434,-0.567535435837016,-0.195312073593335,0.253161908186584,1.05748129462602,1.26200010874767,1.1368724692956,1.76017767364097,2.34299023955521,3.56701180819314,3.89692905984069,3.43079914982496,3.13725886482711,3.2909478043133,2.84071482718257,3.27734426466851,3.53068831772125,2.77375431586946,2.36806504802912
"DZA","Algeria",0.197268161117059,0.189366234481341,0.0505188805389025,-0.0902949325115969,0.140248465225575,0.270215456664218,0.347945252485516,0.342834063812234,0.528578909593818,0.880998225409563,0.773346591257138,-0.954271326698752,-1.14050647868545,-1.11955865929156,-1.34033732795896,-2.02738709221639,-2.65369381182406,-2.50887312894071,-1.76091280222808,-1.9544899573872,-1.42279029750076,-0.816520482000421,0.192466120850447,0.106392128173987,-0.0584765424658542,1.68118942729174,0.663898812961058,0.676553422375157,0.75303235813525
"AND","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGO","Angola",-8.25760649749494,-8.38921788742192,-8.51120983597604,-8.60130426877423,-8.5742320922707,-8.5709344152601,-8.3279784630645,-7.9834706751388,-7.34901409093765,-7.42887542008629,-8.19075744046997,-9.69163693158359,-9.58682646193932,-9.48300915629417,-9.26414917593682,-10.1057392443014,-10.2039746369094,-9.65706508172736,-9.39884254196456,-9.40606389502935,-9.41503546123568,-7.98102627239876,-7.97004267207581,-7.65104856411113,-7.52163367080974,-7.08604209865958,-6.89907411682774,-6.81448044949727,-6.69790332788569
"ATG","Antigua and Barbuda",0.976251018535592,0.674392166378858,0.470430739809139,0.278194946191981,0.0870150475036624,-0.232375108962387,0.136670406815142,0.287671273541335,0.0205979040391995,-0.465199301859904,-0.51457298812592,-2.55235815359819,-3.42694144449746,-3.10155723764593,-1.5487105123944,-0.403415030003494,-0.74677117302528,0.29390613504539,0.375692034345086,-0.751069906916705,-0.338279450833788,-0.707096456884912,-1.66276950250499,-2.37255814855871,-2.72335336256527,-1.3176270512355,-2.69039931023734,-4.1015950544339,-4.62386014776701
"ARG","Argentina",3.22985320804613,3.13990322159287,2.5286838039564,2.17742227025541,2.33340068206223,2.40074728924294,1.15660523100502,0.585263880416726,0.795698879637825,0.291330920051593,1.17685859941059,-0.47104920657285,-0.481661236059963,-1.17451081262119,-0.926190975947314,-1.08939461815734,-1.47381126557165,-1.86601642841106,-2.4899574403174,-2.77091693237887,-2.76041361707006,-1.09240502483961,-2.1460042271711,-1.34027664645346,-1.04846214711274,-0.301632216381954,-2.08657771611082,-3.39091514200283,-3.34092792812549
"ARM","Armenia",6.03566191215594,6.29831192742137,5.73060838168816,6.15334486237398,6.64040549612126,6.71013284916286,6.82098730216178,8.38017169297203,8.88979597585715,7.97406221134258,8.56379062610433,7.49473999489658,7.36018036517024,8.38396480152296,8.50210960208344,8.71610720678345,8.48440186122778,8.39011468859753,8.99612674054601,9.74552791582115,10.0788431710503,10.2548208591036,9.75677166844111,9.651926913354,9.43125526633616,9.12370820536369,8.98482652977539,7.92976194980851,7.38930789021008
"AUS","Australia",13.1279826631442,12.8942213282651,12.564784768771,12.2919833458633,12.2347426761577,12.2610579194623,12.1878107156365,11.8081526015859,11.6817403118224,11.5794331173464,11.3470663382912,12.8831474434625,12.5837699983902,12.6903480673842,11.2566265525727,11.9566481135186,11.1820522374304,10.9966561799285,10.4667690263198,10.1898539789513,10.201468236855,9.74726868744089,8.67067064688706,8.85656252371579,7.94709629095943,6.82409258891984,6.01446477321313,3.07485607786448,1.41775020720466
"AUT","Austria",14.2276399740753,14.2064975499204,14.0171737639706,13.5874709128677,13.5384480142668,13.1465540693017,13.4493440215971,13.2431527300575,12.7348530505883,12.4872056334891,12.4921725954848,13.0492632960772,13.0376731311257,12.2049331663905,11.4878250775045,11.5138084177999,10.6059616604419,10.336714337961,10.5165056995412,10.7547475036314,10.2942376359709,8.51059236000994,8.14407055680982,7.19046787811548,5.58678182608922,6.24544730015823,4.66822542118105,1.26319418716827,1.59981133777477
