"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"AFG","Afghanistan",-2.41730952262878,-2.41730952262878,-2.42233204841614,-2.42735457420349,-2.43316173553466,-2.43896889686584,-2.23700129985809,-2.03503370285034,-2.19837236404419,-2.29568219184875,-2.06750988960266,-2.21913456916809,-2.4133734703064,-2.69136095046997,-2.71142148971558,-2.57915186882019,-2.50205969810486,-2.41856145858765,-2.51934909820557,-2.41106843948364,-2.56262516975403,-2.6621561050415,-2.7949755191803,-2.75344133377075,-2.65253973007202,-2.702721118927,-2.51867604255676,-2.54495596885681,-2.48408055305481
"ALB","Albania",-0.336625128984451,-0.336625128984451,-0.440314665436744,-0.544004201889038,-0.541996896266937,-0.539989590644836,-0.418854385614395,-0.297719180583954,-0.309780240058899,-0.427259683609009,-0.505047976970673,-0.508157312870026,-0.203974649310112,-0.0305009130388498,-0.0451405122876167,-0.191482901573181,-0.282379418611526,-0.143631592392921,0.0919297859072685,0.485986232757568,0.341639041900635,0.337447881698608,0.373770743608475,0.366779267787933,0.11010505259037,0.0886125192046165,0.196371927857399,0.106261312961578,0.183348968625069
"DZA","Algeria",-1.78331053256989,-1.78331053256989,-1.83110761642456,-1.87890470027924,-1.65574103593827,-1.43257737159729,-1.53357124328614,-1.63456511497498,-1.75440907478333,-1.35918843746185,-0.913666009902954,-1.1264134645462,-1.15058553218842,-1.09584629535675,-1.19691348075867,-1.25936758518219,-1.36056065559387,-1.32504332065582,-1.20237147808075,-1.19053518772125,-1.09078657627106,-1.09974193572998,-0.919614315032959,-0.842107713222504,-1.05585384368896,-0.847820401191711,-0.992457151412964,-0.650652348995209,-0.577885270118713
"AND","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGO","Angola",-2.06191730499268,-2.06191730499268,-2.18998789787292,-2.31805849075317,-2.17811620235443,-2.03817391395569,-1.80717688798904,-1.5761798620224,-1.0073858499527,-1.0631206035614,-0.885178327560425,-0.539453446865082,-0.666658759117126,-0.361787378787994,-0.34759184718132,-0.226182341575623,-0.369237810373306,-0.389322549104691,-0.39123347401619,-0.333232045173645,-0.50538581609726,-0.321580082178116,-0.387895494699478,-0.347208589315414,-0.368411600589752,-0.599917888641357,-0.710480749607086,-0.630108535289764,-0.34150505065918
"ATG","Antigua and Barbuda",0.717076897621155,0.717076897621155,0.722794443368912,0.728511989116669,0.72087350487709,0.713235020637512,0.752897471189499,0.792559921741486,0.865690112113953,1.08463561534882,0.830512523651123,0.799820721149445,0.802670180797577,0.81389182806015,0.721793532371521,0.904999375343323,0.957588255405426,0.975788056850433,0.958863377571106,0.984550714492798,0.987564265727997,0.859249651432037,0.73206090927124,0.823102116584778,0.938079655170441,0.929578840732574,0.949669897556305,0.938082098960876,0.923393249511719
"ARG","Argentina",0.111376881599426,0.111376881599426,-0.011636354029179,-0.134649589657784,-0.0194128565490249,0.0958238765597343,-0.340360764414072,-0.776545405387878,-0.359838128089905,-0.610934913158417,-0.0417749434709549,0.00196776282973588,0.0977966338396072,-0.0877556875348091,-0.234854578971863,-0.0847978666424751,0.158993661403656,0.103040546178818,0.0653142631053925,-0.00512187136337161,0.00876413471996784,0.197749897837639,0.162542164325714,0.00690981233492494,-0.0978230908513069,-0.0719974040985107,0.000530058634467423,-0.0985943302512169,-0.127517908811569
"ARM","Armenia",-0.364998608827591,-0.364998608827591,-0.513892963528633,-0.662787318229675,-0.672827631235122,-0.68286794424057,-0.46932603418827,-0.255784124135971,0.236966237425804,-0.116337485611439,-0.0663353949785233,-0.261023759841919,0.150905832648277,-0.00685302773490548,0.227863356471062,0.071855328977108,-0.06386898458004,0.154794976115227,0.11038514226675,-0.297135800123215,-0.256798654794693,-0.667951107025146,-0.626211166381836,-0.451066911220551,-0.420024991035461,-0.77164489030838,-0.804041028022766,-0.740756273269653,-0.829278230667114
"AUS","Australia",1.39611268043518,1.39611268043518,1.23130697011947,1.06650125980377,1.2002329826355,1.33396470546722,1.26168966293335,1.18941462039948,0.878117203712463,0.935463547706604,0.8917076587677,0.934466600418091,0.928874909877777,0.954700112342834,0.855120599269867,0.888859868049622,0.935710072517395,0.997997224330902,1.03107297420502,1.03219199180603,0.873180687427521,1.0334244966507,0.87606406211853,0.971185445785522,0.917978942394257,0.862161874771118,0.83507913351059,0.983715951442719,0.91705721616745
"AUT","Austria",1.41046285629272,1.41046285629272,1.2605317234993,1.11060059070587,0.966328501701354,0.822056412696838,1.09050589799881,1.35895538330078,0.962002456188202,1.08964920043945,1.10395002365112,1.07445085048676,1.284419298172,1.33927059173584,1.19087398052216,1.15264821052551,1.19352161884308,1.34056687355042,1.36410057544708,1.27070045471191,1.12933051586151,0.8921759724617,1.02962481975555,0.884860396385193,0.892189025878906,0.887600898742676,0.899554431438446,0.648710012435913,0.727989196777344
